dt;venuetype;venueid;revenue;
5/16/23;Restaurant;895;266,4;
3/8/23;Restaurant;445;77,25;
7/26/22;Restaurant;449;424,130000000001;
2/23/23;Restaurant;1804;171,68;
1/18/23;Restaurant;895;222;
11/28/22;Restaurant;1348;63,45;
1/12/23;Restaurant;445;97,85;
3/22/23;Restaurant;1802;177,8;
1/23/23;Restaurant;1349;66,78;
9/21/22;Restaurant;1803;117,45;
3/11/22;Restaurant;896;293;
9/23/22;Restaurant;899;389,85;
5/20/22;Restaurant;898;151,92;
4/29/23;Restaurant;896;205,1;
6/3/22;Restaurant;1348;71,91;
5/2/22;Restaurant;1348;71,91;
10/22/22;Restaurant;446;208,5;
9/1/22;Restaurant;1801;666,709999999999;
5/7/22;Restaurant;1803;160,95;
4/27/22;Restaurant;1804;112,48;
5/12/22;Restaurant;1345;202,1;
7/15/22;Restaurant;447;405,03;
5/2/23;Restaurant;449;444,570000000001;
12/15/22;Restaurant;1801;666,709999999999;
1/24/23;Restaurant;1347;123,48;
7/15/22;Restaurant;446;166,8;
5/6/22;Restaurant;898;151,92;
4/17/22;Restaurant;1345;451,199999999999;
9/2/22;Restaurant;446;166,8;
9/17/22;Restaurant;447;498,95;
5/7/23;Restaurant;1805;542,229999999999;
9/23/22;Restaurant;1345;178,6;
3/14/22;Restaurant;895;275,28;
3/14/23;Restaurant;448;288,97;
3/15/23;Restaurant;448;321,53;
3/6/22;Restaurant;898;46,42;
2/1/23;Restaurant;446;179,31;
11/1/22;Restaurant;445;92,7;
5/6/23;Restaurant;1347;26,46;
12/27/22;Restaurant;449;444,570000000001;
5/21/22;Restaurant;446;129,27;
8/19/22;Restaurant;447;405,03;
4/25/23;Restaurant;445;103;
12/3/22;Restaurant;899;259,9;
3/31/23;Restaurant;899;350,3;
7/23/22;Restaurant;447;446,12;
2/4/23;Restaurant;1347;26,46;
3/12/22;Restaurant;897;501,119999999999;
11/19/22;Restaurant;1803;169,65;
7/9/22;Restaurant;895;421,8;
2/21/23;Restaurant;447;416,77;
3/9/22;Restaurant;1801;655,689999999999;
5/14/23;Restaurant;1348;164,97;
3/27/22;Restaurant;1805;503,099999999999;
7/25/22;Restaurant;1805;519,869999999999;
3/20/23;Restaurant;448;293,04;
4/23/22;Restaurant;447;446,12;
10/9/22;Restaurant;1348;139,59;
8/28/22;Restaurant;1346;64,35;
9/7/22;Restaurant;449;459,900000000001;
5/20/22;Restaurant;446;175,14;
11/21/22;Restaurant;1802;198,12;
5/1/23;Restaurant;447;440,25;
7/11/22;Restaurant;1801;683,239999999999;
3/10/23;Restaurant;446;166,8;
10/7/22;Restaurant;1349;71,55;
9/29/22;Restaurant;1803;117,45;
5/11/22;Restaurant;445;113,3;
12/19/22;Restaurant;1348;63,45;
4/13/22;Restaurant;1346;81,9;
7/20/22;Restaurant;898;147,7;
3/8/23;Restaurant;1345;192,7;
8/22/22;Restaurant;895;297,48;
6/11/22;Restaurant;446;137,61;
2/21/23;Restaurant;898;147,7;
11/2/22;Restaurant;896;304,72;
1/15/23;Restaurant;896;158,22;
6/8/22;Restaurant;447;446,12;
2/12/23;Restaurant;1349;19,08;
5/20/22;Restaurant;1345;169,2;
10/19/22;Restaurant;1346;93,6;
4/28/23;Restaurant;449;444,570000000001;
6/21/22;Restaurant;1346;87,75;
8/19/22;Restaurant;898;151,92;
5/20/22;Restaurant;1347;119,07;
9/23/22;Restaurant;1348;71,91;
11/24/22;Restaurant;1803;104,4;
1/30/23;Restaurant;1345;197,4;
12/15/22;Restaurant;897;316,8;
3/17/22;Restaurant;1803;95,7;
3/22/23;Restaurant;897;345,6;
3/18/23;Restaurant;1801;440,8;
8/21/22;Restaurant;1345;474,699999999999;
8/21/22;Restaurant;899;288,15;
4/13/22;Restaurant;1804;112,48;
9/6/22;Restaurant;1345;239,7;
10/28/22;Restaurant;895;275,28;
4/6/23;Restaurant;1345;225,6;
4/17/22;Restaurant;898;71,74;
2/18/23;Restaurant;445;97,85;
4/24/22;Restaurant;1802;167,64;
9/29/22;Restaurant;1804;112,48;
3/16/23;Restaurant;1348;46,53;
1/18/23;Restaurant;898;156,14;
5/10/22;Restaurant;1347;110,25;
12/16/22;Restaurant;896;298,86;
8/13/22;Restaurant;896;199,24;
4/7/23;Restaurant;449;439,460000000001;
5/9/22;Restaurant;446;170,97;
3/30/22;Restaurant;1346;93,6;
12/11/22;Restaurant;895;381,84;
10/22/22;Restaurant;1349;19,08;
10/11/22;Restaurant;1801;666,709999999999;
3/2/22;Restaurant;1803;204,45;
8/24/22;Restaurant;1802;187,96;
7/1/22;Restaurant;897;305,28;
5/31/22;Restaurant;1348;71,91;
9/12/22;Restaurant;449;454,790000000001;
7/7/22;Restaurant;445;103;
3/17/23;Restaurant;1805;491,919999999999;
4/5/23;Restaurant;895;244,2;
1/13/23;Restaurant;446;166,8;
3/26/23;Restaurant;1801;429,78;
2/14/23;Restaurant;897;322,56;
10/9/22;Restaurant;448;260,48;
6/28/22;Restaurant;446;158,46;
3/29/23;Restaurant;1801;606,099999999999;
3/26/23;Restaurant;1802;96,52;
11/27/22;Restaurant;898;42,2;
9/30/22;Restaurant;1804;124,32;
3/26/22;Restaurant;1346;40,95;
1/1/23;Restaurant;897;616,319999999999;
4/19/22;Restaurant;1805;463,969999999999;
3/6/22;Restaurant;1348;135,36;
3/10/23;Restaurant;896;334,02;
11/8/22;Restaurant;898;147,7;
4/12/23;Restaurant;1802;167,64;
3/4/23;Restaurant;897;622,079999999999;
3/16/23;Restaurant;1346;70,2;
12/5/22;Restaurant;1802;182,88;
6/11/22;Restaurant;1805;424,839999999999;
1/11/23;Restaurant;1804;153,92;
3/15/22;Restaurant;899;446,349999999999;
8/17/22;Restaurant;445;103;
5/9/22;Restaurant;448;325,6;
5/17/23;Restaurant;1347;110,25;
3/7/23;Restaurant;447;434,38;
8/23/22;Restaurant;1346;93,6;
5/17/22;Restaurant;895;248,64;
12/7/22;Restaurant;895;270,84;
10/3/22;Restaurant;1346;81,9;
11/17/22;Restaurant;895;239,76;
3/9/23;Restaurant;448;345,95;
3/11/22;Restaurant;897;224,64;
11/10/22;Restaurant;445;103;
4/15/23;Restaurant;1802;137,16;
6/25/22;Restaurant;1802;162,56;
5/23/23;Restaurant;1348;93,0600000000001;
1/12/23;Restaurant;449;439,460000000001;
9/22/22;Restaurant;899;401,15;
10/13/22;Restaurant;1802;213,36;
1/20/23;Restaurant;446;162,63;
9/27/22;Restaurant;1347;114,66;
7/22/22;Restaurant;899;378,55;
4/30/23;Restaurant;899;322,05;
10/5/22;Restaurant;446;170,97;
5/29/22;Restaurant;897;679,679999999999;
12/5/22;Restaurant;447;487,21;
9/21/22;Restaurant;445;87,55;
10/29/22;Restaurant;1347;22,05;
10/7/22;Restaurant;1347;119,07;
3/31/23;Restaurant;1804;112,48;
3/1/22;Restaurant;1804;219,04;
11/14/22;Restaurant;899;401,15;
3/13/23;Restaurant;446;166,8;
1/25/23;Restaurant;1346;99,45;
12/15/22;Restaurant;445;103;
12/25/22;Restaurant;1803;156,6;
6/16/22;Restaurant;897;282,24;
6/11/22;Restaurant;1347;22,05;
3/31/22;Restaurant;449;413,910000000001;
4/7/22;Restaurant;1804;118,4;
4/10/23;Restaurant;1346;93,6;
6/16/22;Restaurant;1345;202,1;
4/3/22;Restaurant;1801;402,23;
1/20/23;Restaurant;898;156,14;
5/9/23;Restaurant;445;92,7;
3/5/22;Restaurant;1349;28,62;
7/28/22;Restaurant;895;257,52;
1/1/23;Restaurant;1804;384,8;
7/22/22;Restaurant;1803;95,7;
3/7/22;Restaurant;446;212,67;
8/11/22;Restaurant;1801;655,689999999999;
8/31/22;Restaurant;446;195,99;
4/28/22;Restaurant;896;293;
9/7/22;Restaurant;896;304,72;
3/24/22;Restaurant;448;337,81;
4/26/22;Restaurant;447;434,38;
6/29/22;Restaurant;899;367,25;
8/10/22;Restaurant;899;384,2;
3/6/22;Restaurant;1349;52,47;
11/1/22;Restaurant;1805;475,149999999999;
12/19/22;Restaurant;449;454,790000000001;
9/27/22;Restaurant;449;516,110000000001;
11/12/22;Restaurant;899;271,2;
11/7/22;Restaurant;446;141,78;
4/8/22;Restaurant;1804;82,88;
1/14/23;Restaurant;1346;64,35;
12/17/22;Restaurant;448;240,13;
9/30/22;Restaurant;1802;187,96;
12/24/22;Restaurant;447;522,43;
9/9/22;Restaurant;1346;99,45;
4/19/22;Restaurant;1804;88,8;
8/25/22;Restaurant;1801;661,199999999999;
1/6/23;Restaurant;1805;475,149999999999;
11/6/22;Restaurant;1346;76,05;
8/9/22;Restaurant;897;322,56;
3/26/22;Restaurant;895;457,32;
1/1/23;Restaurant;1801;413,25;
12/16/22;Restaurant;898;160,36;
4/13/22;Restaurant;895;288,6;
10/18/22;Restaurant;1802;203,2;
8/1/22;Restaurant;1346;81,9;
5/19/22;Restaurant;1348;59,22;
4/18/22;Restaurant;1346;99,45;
4/28/22;Restaurant;445;103;
2/14/23;Restaurant;1803;100,05;
12/13/22;Restaurant;1348;59,22;
9/16/22;Restaurant;1804;130,24;
4/18/22;Restaurant;1349;66,78;
6/12/22;Restaurant;899;282,5;
5/16/22;Restaurant;449;459,900000000001;
7/5/22;Restaurant;1349;62,01;
12/13/22;Restaurant;895;213,12;
12/11/22;Restaurant;898;37,98;
10/7/22;Restaurant;896;298,86;
12/29/22;Restaurant;1803;87;
12/1/22;Restaurant;1803;108,75;
3/27/22;Restaurant;1348;109,98;
7/12/22;Restaurant;1805;452,789999999999;
1/4/23;Restaurant;1803;117,45;
8/10/22;Restaurant;448;317,46;
3/19/22;Restaurant;1349;23,85;
3/16/22;Restaurant;897;207,36;
1/26/23;Restaurant;447;410,9;
6/6/22;Restaurant;1348;67,68;
2/26/23;Restaurant;448;227,92;
8/19/22;Restaurant;449;429,240000000001;
12/21/22;Restaurant;447;405,03;
8/7/22;Restaurant;1802;147,32;
5/15/22;Restaurant;445;103;
6/2/22;Restaurant;1802;187,96;
5/17/22;Restaurant;1347;123,48;
8/20/22;Restaurant;899;299,45;
7/2/22;Restaurant;1346;64,35;
12/31/22;Restaurant;1803;139,2;
4/2/23;Restaurant;896;199,24;
5/19/23;Restaurant;1349;66,78;
1/1/23;Restaurant;1805;419,249999999999;
10/19/22;Restaurant;446;150,12;
11/7/22;Restaurant;445;97,85;
5/17/23;Restaurant;446;200,16;
5/24/23;Restaurant;899;389,85;
9/21/22;Restaurant;895;190,92;
9/8/22;Restaurant;448;354,09;
5/2/22;Restaurant;1803;100,05;
3/6/23;Restaurant;447;428,51;
2/22/23;Restaurant;1803;95,7;
11/19/22;Restaurant;1805;463,969999999999;
3/11/23;Restaurant;448;219,78;
3/2/23;Restaurant;1804;148;
2/8/23;Restaurant;1805;531,049999999999;
3/7/23;Restaurant;1349;52,47;
3/31/23;Restaurant;1802;208,28;
9/23/22;Restaurant;1804;124,32;
4/19/22;Restaurant;898;147,7;
4/29/22;Restaurant;1346;87,75;
9/29/22;Restaurant;1805;508,689999999999;
10/19/22;Restaurant;1349;66,78;
11/13/22;Restaurant;448;219,78;
8/19/22;Restaurant;446;162,63;
4/1/23;Restaurant;896;251,98;
3/11/23;Restaurant;895;381,84;
6/15/22;Restaurant;1804;142,08;
2/18/23;Restaurant;1802;142,24;
3/11/23;Restaurant;1347;35,28;
4/26/22;Restaurant;449;454,790000000001;
4/6/23;Restaurant;1349;76,32;
12/14/22;Restaurant;1348;67,68;
3/22/22;Restaurant;895;310,8;
11/13/22;Restaurant;1346;64,35;
1/16/23;Restaurant;899;389,85;
7/4/22;Restaurant;1802;157,48;
11/18/22;Restaurant;898;156,14;
10/6/22;Restaurant;447;428,51;
4/23/22;Restaurant;1349;14,31;
3/8/22;Restaurant;897;282,24;
1/6/23;Restaurant;899;378,55;
2/25/23;Restaurant;895;435,12;
4/24/22;Restaurant;447;510,69;
5/14/23;Restaurant;899;254,25;
3/27/22;Restaurant;1803;147,9;
9/17/22;Restaurant;895;364,08;
1/28/23;Restaurant;1803;174;
8/17/22;Restaurant;1805;497,509999999999;
11/18/22;Restaurant;1345;211,5;
7/8/22;Restaurant;1348;67,68;
9/24/22;Restaurant;448;223,85;
3/11/23;Restaurant;897;656,639999999999;
2/5/23;Restaurant;449;602,980000000001;
8/2/22;Restaurant;1802;208,28;
4/26/23;Restaurant;897;305,28;
5/21/23;Restaurant;899;248,6;
3/20/22;Restaurant;1346;70,2;
4/21/23;Restaurant;1347;119,07;
5/24/22;Restaurant;449;429,240000000001;
5/1/22;Restaurant;899;310,75;
5/5/22;Restaurant;446;170,97;
5/22/22;Restaurant;1346;58,5;
4/2/22;Restaurant;896;228,54;
1/9/23;Restaurant;895;257,52;
5/25/22;Restaurant;449;449,680000000001;
10/17/22;Restaurant;895;230,88;
5/11/23;Restaurant;1805;424,839999999999;
3/19/23;Restaurant;1346;52,65;
10/26/22;Restaurant;446;170,97;
12/17/22;Restaurant;1802;132,08;
7/3/22;Restaurant;1347;44,1;
8/7/22;Restaurant;1803;156,6;
2/24/23;Restaurant;1349;66,78;
2/17/23;Restaurant;1804;112,48;
4/1/22;Restaurant;1349;62,01;
3/6/22;Restaurant;899;395,5;
4/4/23;Restaurant;1345;225,6;
11/12/22;Restaurant;1349;28,62;
1/18/23;Restaurant;1801;633,649999999999;
3/19/23;Restaurant;1349;28,62;
9/21/22;Restaurant;1347;97,02;
5/11/23;Restaurant;896;316,44;
8/31/22;Restaurant;1345;272,6;
6/11/22;Restaurant;895;470,64;
2/15/23;Restaurant;1348;59,22;
7/17/22;Restaurant;448;240,13;
8/8/22;Restaurant;898;156,14;
11/5/22;Restaurant;1804;408,48;
4/10/22;Restaurant;897;668,159999999999;
6/11/22;Restaurant;1801;418,76;
1/29/23;Restaurant;897;633,599999999999;
10/21/22;Restaurant;448;321,53;
5/30/22;Restaurant;446;183,48;
12/24/22;Restaurant;895;466,2;
10/18/22;Restaurant;899;367,25;
3/2/23;Restaurant;895;270,84;
1/27/23;Restaurant;896;328,16;
6/24/22;Restaurant;897;362,88;
6/22/22;Restaurant;1348;105,75;
6/3/22;Restaurant;1347;119,07;
4/2/23;Restaurant;1801;457,33;
12/19/22;Restaurant;1805;503,099999999999;
1/9/23;Restaurant;1347;119,07;
3/31/22;Restaurant;1348;59,22;
4/7/23;Restaurant;896;293;
6/5/22;Restaurant;899;242,95;
5/14/23;Restaurant;448;231,99;
5/18/23;Restaurant;896;316,44;
4/16/22;Restaurant;1803;152,25;
4/14/23;Restaurant;1349;66,78;
1/23/23;Restaurant;897;311,04;
9/19/22;Restaurant;448;301,18;
7/9/22;Restaurant;1349;33,39;
6/22/22;Restaurant;896;257,84;
2/9/23;Restaurant;1348;54,99;
9/23/22;Restaurant;1347;110,25;
4/21/23;Restaurant;448;325,6;
6/25/22;Restaurant;1345;441,799999999999;
3/17/22;Restaurant;446;208,5;
10/21/22;Restaurant;1348;80,37;
3/10/22;Restaurant;1349;62,01;
1/9/23;Restaurant;1349;71,55;
9/21/22;Restaurant;1348;67,68;
4/9/23;Restaurant;447;522,43;
3/17/22;Restaurant;448;333,74;
3/22/23;Restaurant;899;401,15;
8/16/22;Restaurant;1805;491,919999999999;
4/5/22;Restaurant;1345;216,2;
9/22/22;Restaurant;1803;104,4;
8/29/22;Restaurant;1349;76,32;
3/23/22;Restaurant;447;393,29;
1/11/23;Restaurant;446;175,14;
11/10/22;Restaurant;1802;193,04;
8/29/22;Restaurant;1803;104,4;
2/5/23;Restaurant;898;50,64;
3/28/23;Restaurant;1347;114,66;
1/22/23;Restaurant;1348;118,44;
7/10/22;Restaurant;1804;414,4;
4/21/23;Restaurant;896;298,86;
2/18/23;Restaurant;448;219,78;
3/19/22;Restaurant;449;444,570000000001;
3/26/23;Restaurant;895;333;
8/1/22;Restaurant;1804;165,76;
2/2/23;Restaurant;896;281,28;
4/4/22;Restaurant;898;147,7;
8/29/22;Restaurant;1347;119,07;
5/18/22;Restaurant;447;434,38;
12/11/22;Restaurant;899;305,1;
9/30/22;Restaurant;896;334,02;
8/1/22;Restaurant;1805;519,869999999999;
4/22/22;Restaurant;1345;206,8;
8/20/22;Restaurant;449;511,000000000001;
7/3/22;Restaurant;1803;139,2;
3/13/22;Restaurant;898;29,54;
2/24/23;Restaurant;449;480,340000000001;
9/20/22;Restaurant;1346;111,15;
5/11/22;Restaurant;1801;622,629999999999;
10/6/22;Restaurant;449;459,900000000001;
11/23/22;Restaurant;1805;475,149999999999;
5/6/22;Restaurant;448;345,95;
11/25/22;Restaurant;449;424,130000000001;
6/26/22;Restaurant;1348;118,44;
9/13/22;Restaurant;448;264,55;
3/12/22;Restaurant;1348;118,44;
4/13/23;Restaurant;1805;469,559999999999;
5/17/23;Restaurant;1349;62,01;
11/19/22;Restaurant;449;546,770000000001;
4/11/22;Restaurant;1802;193,04;
5/2/23;Restaurant;1802;218,44;
5/3/22;Restaurant;445;92,7;
4/3/23;Restaurant;446;179,31;
1/30/23;Restaurant;445;97,85;
2/4/23;Restaurant;898;71,74;
2/5/23;Restaurant;1805;475,149999999999;
4/29/23;Restaurant;897;662,399999999999;
9/13/22;Restaurant;899;361,6;
2/6/23;Restaurant;1803;126,15;
12/21/22;Restaurant;895;235,32;
8/7/22;Restaurant;1349;28,62;
4/15/22;Restaurant;1349;66,78;
5/6/23;Restaurant;1345;460,599999999999;
11/29/22;Restaurant;1803;100,05;
9/20/22;Restaurant;897;368,64;
4/23/22;Restaurant;898;50,64;
4/5/23;Restaurant;899;378,55;
3/19/22;Restaurant;896;210,96;
3/6/22;Restaurant;1345;357,2;
3/12/23;Restaurant;899;282,5;
3/30/23;Restaurant;446;179,31;
2/23/23;Restaurant;1345;197,4;
3/3/22;Restaurant;445;92,7;
8/16/22;Restaurant;1349;66,78;
3/15/22;Restaurant;448;321,53;
12/30/22;Restaurant;895;239,76;
5/25/22;Restaurant;1346;76,05;
5/7/23;Restaurant;449;597,870000000001;
5/7/22;Restaurant;899;339;
2/17/23;Restaurant;896;310,58;
5/21/23;Restaurant;1803;152,25;
5/28/22;Restaurant;1804;396,64;
6/11/22;Restaurant;1802;162,56;
4/8/22;Restaurant;897;293,76;
8/12/22;Restaurant;1349;62,01;
3/28/22;Restaurant;895;279,72;
5/21/23;Restaurant;447;498,95;
11/27/22;Restaurant;896;193,38;
4/6/22;Restaurant;898;151,92;
5/20/23;Restaurant;1805;491,919999999999;
8/24/22;Restaurant;1804;153,92;
4/28/22;Restaurant;895;261,96;
4/20/23;Restaurant;1345;202,1;
4/17/23;Restaurant;1345;192,7;
11/4/22;Restaurant;445;87,55;
7/10/22;Restaurant;449;602,980000000001;
11/15/22;Restaurant;449;434,350000000001;
11/3/22;Restaurant;1348;46,53;
2/4/23;Restaurant;1801;429,78;
12/4/22;Restaurant;1804;349,28;
4/29/23;Restaurant;449;592,760000000001;
4/16/23;Restaurant;449;516,110000000001;
2/17/23;Restaurant;447;405,03;
4/23/23;Restaurant;895;381,84;
3/7/22;Restaurant;1347;119,07;
1/6/23;Restaurant;1347;114,66;
8/8/22;Restaurant;445;108,15;
3/4/23;Restaurant;449;516,110000000001;
9/9/22;Restaurant;448;305,25;
4/6/22;Restaurant;1347;105,84;
10/12/22;Restaurant;1349;66,78;
11/3/22;Restaurant;448;321,53;
6/5/22;Restaurant;446;133,44;
6/6/22;Restaurant;895;230,88;
8/16/22;Restaurant;897;334,08;
3/30/23;Restaurant;1801;661,199999999999;
12/2/22;Restaurant;898;156,14;
8/30/22;Restaurant;1347;123,48;
8/14/22;Restaurant;898;37,98;
5/11/22;Restaurant;897;288;
5/8/22;Restaurant;447;504,82;
2/22/23;Restaurant;1804;177,6;
1/11/23;Restaurant;897;380,16;
5/8/22;Restaurant;1347;44,1;
3/9/23;Restaurant;447;463,73;
11/6/22;Restaurant;1348;131,13;
12/5/22;Restaurant;897;305,28;
3/26/23;Restaurant;1345;441,799999999999;
5/28/22;Restaurant;1802;121,92;
3/30/22;Restaurant;898;151,92;
8/28/22;Restaurant;449;587,650000000001;
11/25/22;Restaurant;899;389,85;
8/13/22;Restaurant;895;412,92;
11/20/22;Restaurant;448;260,48;
5/12/23;Restaurant;896;287,14;
8/12/22;Restaurant;447;405,03;
4/23/22;Restaurant;1804;367,04;
3/19/23;Restaurant;445;87,55;
3/27/22;Restaurant;1347;48,51;
3/18/23;Restaurant;1805;491,919999999999;
12/5/22;Restaurant;448;313,39;
11/20/22;Restaurant;1348;152,28;
4/6/22;Restaurant;1349;62,01;
8/21/22;Restaurant;445;97,85;
12/30/22;Restaurant;446;191,82;
8/1/22;Restaurant;1801;633,649999999999;
9/12/22;Restaurant;896;304,72;
5/7/23;Restaurant;445;97,85;
4/5/22;Restaurant;895;324,12;
3/5/23;Restaurant;896;210,96;
12/16/22;Restaurant;1348;67,68;
4/18/23;Restaurant;1802;203,2;
7/5/22;Restaurant;1347;114,66;
2/27/23;Restaurant;1347;123,48;
4/10/23;Restaurant;445;97,85;
3/25/23;Restaurant;1803;160,95;
10/10/22;Restaurant;898;151,92;
9/2/22;Restaurant;1349;57,24;
7/16/22;Restaurant;1803;160,95;
2/8/23;Restaurant;1803;100,05;
8/13/22;Restaurant;1346;70,2;
3/2/23;Restaurant;896;304,72;
8/23/22;Restaurant;1349;66,78;
4/26/23;Restaurant;449;449,680000000001;
3/12/23;Restaurant;445;118,45;
1/29/23;Restaurant;896;193,38;
8/30/22;Restaurant;1349;62,01;
9/8/22;Restaurant;446;158,46;
3/19/23;Restaurant;897;604,799999999999;
4/30/22;Restaurant;1348;114,21;
12/12/22;Restaurant;1349;62,01;
10/13/22;Restaurant;1803;108,75;
4/5/22;Restaurant;445;108,15;
3/3/23;Restaurant;1349;57,24;
3/19/22;Restaurant;1805;508,689999999999;
1/10/23;Restaurant;1347;114,66;
3/12/23;Restaurant;898;46,42;
12/10/22;Restaurant;1805;491,919999999999;
2/23/23;Restaurant;896;287,14;
3/4/23;Restaurant;898;46,42;
3/4/23;Restaurant;448;240,13;
4/30/23;Restaurant;897;575,999999999999;
4/26/23;Restaurant;1802;193,04;
2/24/23;Restaurant;1348;84,6000000000001;
1/21/23;Restaurant;1803;126,15;
11/27/22;Restaurant;449;536,550000000001;
9/9/22;Restaurant;1347;114,66;
11/10/22;Restaurant;446;170,97;
6/16/22;Restaurant;899;389,85;
3/29/22;Restaurant;446;175,14;
5/3/22;Restaurant;895;293,04;
2/22/23;Restaurant;897;328,32;
3/24/23;Restaurant;1347;105,84;
9/28/22;Restaurant;446;208,5;
9/12/22;Restaurant;445;97,85;
6/17/22;Restaurant;1349;52,47;
9/26/22;Restaurant;896;310,58;
4/7/22;Restaurant;1347;119,07;
5/23/23;Restaurant;1803;100,05;
4/5/22;Restaurant;449;424,130000000001;
9/10/22;Restaurant;1346;64,35;
11/14/22;Restaurant;449;490,560000000001;
3/29/22;Restaurant;1801;699,769999999999;
1/17/23;Restaurant;896;281,28;
9/13/22;Restaurant;1805;469,559999999999;
3/24/22;Restaurant;1346;76,05;
3/4/23;Restaurant;1345;422,999999999999;
9/16/22;Restaurant;445;103;
8/8/22;Restaurant;896;287,14;
11/10/22;Restaurant;1805;475,149999999999;
8/27/22;Restaurant;898;50,64;
6/30/22;Restaurant;446;179,31;
12/18/22;Restaurant;1348;135,36;
11/1/22;Restaurant;1345;206,8;
5/11/22;Restaurant;449;454,790000000001;
5/10/22;Restaurant;449;470,120000000001;
2/15/23;Restaurant;1346;87,75;
4/6/23;Restaurant;449;449,680000000001;
10/9/22;Restaurant;898;46,42;
11/19/22;Restaurant;448;203,5;
12/22/22;Restaurant;1804;106,56;
5/6/23;Restaurant;1348;160,74;
10/9/22;Restaurant;1349;14,31;
9/9/22;Restaurant;445;108,15;
7/22/22;Restaurant;449;459,900000000001;
8/2/22;Restaurant;449;459,900000000001;
7/3/22;Restaurant;897;645,119999999999;
10/19/22;Restaurant;447;493,08;
2/5/23;Restaurant;1346;58,5;
5/11/23;Restaurant;446;158,46;
3/15/22;Restaurant;898;151,92;
11/5/22;Restaurant;1349;4,77;
9/19/22;Restaurant;1805;463,969999999999;
6/4/22;Restaurant;898;50,64;
2/11/23;Restaurant;1348;135,36;
4/18/23;Restaurant;1346;122,85;
11/15/22;Restaurant;445;103;
5/9/23;Restaurant;1802;203,2;
3/11/23;Restaurant;1801;407,74;
9/2/22;Restaurant;1801;628,139999999999;
9/18/22;Restaurant;445;77,25;
1/30/23;Restaurant;899;389,85;
5/14/22;Restaurant;1346;46,8;
4/15/22;Restaurant;896;310,58;
4/17/23;Restaurant;896;293;
8/23/22;Restaurant;895;244,2;
5/7/22;Restaurant;1349;14,31;
2/9/23;Restaurant;1805;447,199999999999;
5/17/23;Restaurant;1346;76,05;
10/26/22;Restaurant;897;299,52;
3/23/22;Restaurant;898;143,48;
1/31/23;Restaurant;445;92,7;
12/17/22;Restaurant;1801;440,8;
7/24/22;Restaurant;1804;420,32;
5/21/23;Restaurant;446;175,14;
11/30/22;Restaurant;445;92,7;
5/13/22;Restaurant;1346;99,45;
10/1/22;Restaurant;899;276,85;
4/5/23;Restaurant;1349;66,78;
1/3/23;Restaurant;897;311,04;
8/9/22;Restaurant;1804;94,72;
1/15/23;Restaurant;1805;419,249999999999;
2/25/23;Restaurant;446;129,27;
1/9/23;Restaurant;896;275,42;
4/25/22;Restaurant;445;103;
12/25/22;Restaurant;1346;76,05;
8/9/22;Restaurant;448;301,18;
4/4/22;Restaurant;895;284,16;
5/14/23;Restaurant;449;511,000000000001;
9/14/22;Restaurant;1348;93,0600000000001;
12/24/22;Restaurant;445;92,7;
4/4/23;Restaurant;898;143,48;
4/21/23;Restaurant;1346;93,6;
3/19/23;Restaurant;1804;420,32;
5/24/22;Restaurant;445;97,85;
11/20/22;Restaurant;1802;142,24;
5/12/23;Restaurant;899;372,9;
2/23/23;Restaurant;899;429,399999999999;
5/20/22;Restaurant;1348;80,37;
5/3/22;Restaurant;1348;80,37;
3/3/22;Restaurant;449;521,220000000001;
2/10/23;Restaurant;1803;104,4;
12/3/22;Restaurant;1346;64,35;
6/8/22;Restaurant;448;337,81;
7/29/22;Restaurant;1802;208,28;
5/23/22;Restaurant;1349;71,55;
1/27/23;Restaurant;1802;218,44;
4/21/23;Restaurant;1803;95,7;
6/15/22;Restaurant;1801;617,119999999999;
5/15/23;Restaurant;446;170,97;
3/2/22;Restaurant;1804;230,88;
11/19/22;Restaurant;446;158,46;
12/4/22;Restaurant;1349;33,39;
3/30/22;Restaurant;446;166,8;
1/31/23;Restaurant;899;406,8;
5/11/22;Restaurant;1804;142,08;
2/22/23;Restaurant;1805;519,869999999999;
5/31/22;Restaurant;896;316,44;
7/18/22;Restaurant;898;156,14;
10/5/22;Restaurant;1346;81,9;
4/17/23;Restaurant;445;92,7;
6/7/22;Restaurant;897;276,48;
3/8/22;Restaurant;447;363,94;
1/25/23;Restaurant;1801;639,159999999999;
1/28/23;Restaurant;897;650,879999999999;
6/5/22;Restaurant;896;175,8;
12/17/22;Restaurant;1349;23,85;
7/24/22;Restaurant;446;125,1;
5/22/22;Restaurant;449;562,100000000001;
3/15/22;Restaurant;445;87,55;
6/16/22;Restaurant;1347;119,07;
6/14/22;Restaurant;895;244,2;
4/27/22;Restaurant;1346;76,05;
5/3/22;Restaurant;448;309,32;
10/17/22;Restaurant;898;147,7;
9/25/22;Restaurant;446;154,29;
9/21/22;Restaurant;449;429,240000000001;
12/23/22;Restaurant;896;310,58;
2/19/23;Restaurant;898;42,2;
1/31/23;Restaurant;1349;66,78;
11/13/22;Restaurant;899;327,7;
8/26/22;Restaurant;449;444,570000000001;
5/11/22;Restaurant;895;195,36;
12/13/22;Restaurant;1803;91,35;
3/17/23;Restaurant;449;459,900000000001;
12/24/22;Restaurant;897;610,559999999999;
1/16/23;Restaurant;895;226,44;
