dt,venuetype,venueid,revenue
2023-01-26,Restaurant,1803,108.75000000000003
2023-01-26,Restaurant,1804,118.4
2023-01-26,Restaurant,1805,486.33000000000015
2023-01-27,Pub,442,356.08743222500004
2023-01-27,Pub,443,404.29842957
2023-01-27,Pub,444,289.38154467000004
2023-01-27,Pub,892,314.35843986
2023-01-27,Pub,893,563.9379607
2023-01-27,Pub,894,307.78025099999996
2023-01-27,Pub,1342,1230.183178109999
2023-01-27,Pub,1343,463.0987869199999
2023-01-27,Pub,1344,1187.3434191000008
2023-01-27,Pub,1798,577.2675605
2023-01-27,Pub,1799,321.94450600499994
2023-01-27,Pub,1800,551.1696559200001
2023-01-27,Restaurant,445,92.7
2023-01-27,Restaurant,446,162.63000000000005
2023-01-27,Restaurant,447,416.7700000000002
2023-01-27,Restaurant,448,305.2499999999997
2023-01-27,Restaurant,449,429.24000000000046
2023-01-27,Restaurant,895,253.07999999999993
2023-01-27,Restaurant,896,328.1600000000003
2023-01-27,Restaurant,897,264.96000000000004
2023-01-27,Restaurant,898,147.7
2023-01-27,Restaurant,899,361.6000000000001
2023-01-27,Restaurant,1345,225.60000000000008
2023-01-27,Restaurant,1346,99.44999999999999
2023-01-27,Restaurant,1347,110.24999999999994
2023-01-27,Restaurant,1348,84.60000000000002
2023-01-27,Restaurant,1349,66.77999999999999
2023-01-27,Restaurant,1801,628.1399999999995
2023-01-27,Restaurant,1802,218.44000000000005
2023-01-27,Restaurant,1803,91.35000000000002
2023-01-27,Restaurant,1804,142.08
2023-01-27,Restaurant,1805,458.37999999999954
2023-01-28,Pub,442,654.207142925
2023-01-28,Pub,443,654.57840978
2023-01-28,Pub,444,792.6537962699999
2023-01-28,Pub,892,1397.1486215999998
2023-01-28,Pub,893,1884.740026550001
2023-01-28,Pub,894,1083.3864835199997
2023-01-28,Pub,1342,4227.870922470007
2023-01-28,Pub,1343,2326.018907030001
2023-01-28,Pub,1344,2905.866788850003
2023-01-28,Pub,1798,1766.4387351300006
2023-01-28,Pub,1799,1212.9072086700003
2023-01-28,Pub,1800,1633.095276800001
2023-01-28,Restaurant,445,108.14999999999999
2023-01-28,Restaurant,446,175.14000000000004
2023-01-28,Restaurant,447,498.9500000000002
2023-01-28,Restaurant,448,240.12999999999988
2023-01-28,Restaurant,449,562.1000000000005
2023-01-28,Restaurant,895,390.7199999999999
2023-01-28,Restaurant,896,175.8
2023-01-28,Restaurant,897,650.8799999999997
2023-01-28,Restaurant,898,33.76
2023-01-28,Restaurant,899,293.80000000000007
2023-01-28,Restaurant,1345,460.5999999999998
2023-01-28,Restaurant,1346,40.95
2023-01-28,Restaurant,1347,35.28
2023-01-28,Restaurant,1348,135.36000000000007
2023-01-28,Restaurant,1349,9.54
2023-01-28,Restaurant,1801,440.79999999999995
2023-01-28,Restaurant,1802,126.99999999999997
2023-01-28,Restaurant,1803,174.00000000000006
2023-01-28,Restaurant,1804,367.0399999999999
2023-01-28,Restaurant,1805,480.74000000000024
2023-01-29,Pub,442,1002.013472075
2023-01-29,Pub,443,699.50045751
2023-01-29,Pub,444,742.32657111
2023-01-29,Pub,892,1082.7901817400002
2023-01-29,Pub,893,1810.5376633000005
2023-01-29,Pub,894,997.2080132399998
2023-01-29,Pub,1342,4157.170739820001
2023-01-29,Pub,1343,1399.8213331899997
2023-01-29,Pub,1344,4280.685484650001
2023-01-29,Pub,1798,1466.2596036700002
2023-01-29,Pub,1799,943.3722734099998
2023-01-29,Pub,1800,1367.7172943200007
2023-01-29,Restaurant,445,108.14999999999999
2023-01-29,Restaurant,446,133.44000000000003
2023-01-29,Restaurant,447,487.2100000000002
2023-01-29,Restaurant,448,236.05999999999992
2023-01-29,Restaurant,449,577.4300000000005
2023-01-29,Restaurant,895,297.4799999999999
2023-01-29,Restaurant,896,193.38000000000002
2023-01-29,Restaurant,897,633.5999999999997
2023-01-29,Restaurant,898,37.98
2023-01-29,Restaurant,899,299.4500000000001
2023-01-29,Restaurant,1345,498.1999999999997
2023-01-29,Restaurant,1346,81.9
2023-01-29,Restaurant,1347,44.1
2023-01-29,Restaurant,1348,126.90000000000005
2023-01-29,Restaurant,1349,28.619999999999997
2023-01-29,Restaurant,1801,391.2099999999999
2023-01-29,Restaurant,1802,101.6
2023-01-29,Restaurant,1803,143.55
2023-01-29,Restaurant,1804,426.23999999999984
2023-01-29,Restaurant,1805,458.38000000000017
2023-01-30,Pub,442,364.3685353
2023-01-30,Pub,443,250.27998020999996
2023-01-30,Pub,444,541.0176704699999
2023-01-30,Pub,892,477.35911238000017
2023-01-30,Pub,893,593.6189059999999
2023-01-30,Pub,894,258.53541084000005
2023-01-30,Pub,1342,1315.0233972899998
2023-01-30,Pub,1343,557.8235387899999
2023-01-30,Pub,1344,1249.835178000001
2023-01-30,Pub,1798,842.8106383299998
2023-01-30,Pub,1799,351.8928321449999
2023-01-30,Pub,1800,540.9628104400002
2023-01-30,Restaurant,445,97.85
2023-01-30,Restaurant,446,183.48000000000005
2023-01-30,Restaurant,447,475.47000000000025
2023-01-30,Restaurant,448,301.1799999999997
2023-01-30,Restaurant,449,470.1200000000005
2023-01-30,Restaurant,895,239.75999999999993
2023-01-30,Restaurant,896,275.42000000000024
2023-01-30,Restaurant,897,299.52000000000004
2023-01-30,Restaurant,898,160.35999999999999
2023-01-30,Restaurant,899,389.85
2023-01-30,Restaurant,1345,197.40000000000006
2023-01-30,Restaurant,1346,87.75
2023-01-30,Restaurant,1347,119.06999999999994
2023-01-30,Restaurant,1348,71.91000000000001
2023-01-30,Restaurant,1349,76.31999999999996
2023-01-30,Restaurant,1801,699.7699999999994
2023-01-30,Restaurant,1802,198.12
2023-01-30,Restaurant,1803,82.65000000000002
2023-01-30,Restaurant,1804,118.4
2023-01-30,Restaurant,1805,503.09999999999957
2023-01-31,Pub,442,298.1197107000001
2023-01-31,Pub,443,237.44510942999997
2023-01-31,Pub,444,478.10863902000006
2023-01-31,Pub,892,326.00134504
2023-01-31,Pub,893,281.96898035
2023-01-31,Pub,894,246.2242008
2023-01-31,Pub,1342,933.2424109799992
2023-01-31,Pub,1343,473.6237593499999
2023-01-31,Pub,1344,781.1469862500005
2023-01-31,Pub,1798,253.99772662000004
2023-01-31,Pub,1799,359.37991367999996
2023-01-31,Pub,1800,336.82590084000003
2023-01-31,Restaurant,445,92.69999999999999
2023-01-31,Restaurant,446,154.29000000000005
2023-01-31,Restaurant,447,410.90000000000015
2023-01-31,Restaurant,448,309.3199999999998
2023-01-31,Restaurant,449,465.0100000000002
2023-01-31,Restaurant,895,204.23999999999998
2023-01-31,Restaurant,896,293.0000000000001
2023-01-31,Restaurant,897,357.1200000000001
2023-01-31,Restaurant,898,156.14
2023-01-31,Restaurant,899,406.8000000000002
2023-01-31,Restaurant,1345,225.60000000000005
2023-01-31,Restaurant,1346,99.45000000000002
2023-01-31,Restaurant,1347,114.65999999999997
2023-01-31,Restaurant,1348,84.60000000000002
2023-01-31,Restaurant,1349,66.77999999999999
2023-01-31,Restaurant,1801,677.7299999999996
2023-01-31,Restaurant,1802,193.03999999999996
2023-01-31,Restaurant,1803,82.65
2023-01-31,Restaurant,1804,106.56
2023-01-31,Restaurant,1805,497.5100000000002
2023-02-01,apartment,1,768.16
2023-02-01,apartment,2,1014.55
2023-02-01,apartment,5,411.5
2023-02-01,apartment,9,433.45
2023-02-01,apartment,12,509.34
2023-02-01,apartment,13,601.7
2023-02-01,apartment,14,758.99
2023-02-01,apartment,16,681.2
2023-02-01,apartment,17,698.59
2023-02-01,apartment,18,419.73
2023-02-01,apartment,19,829.03
2023-02-01,apartment,20,1263.76
2023-02-01,apartment,22,696.8
2023-02-01,apartment,23,794.25
2023-02-01,apartment,26,740.7
2023-02-01,apartment,28,709.61
2023-02-01,apartment,30,1135.74
2023-02-01,apartment,31,749.32
2023-02-01,apartment,33,698.63
2023-02-01,apartment,35,1029.66
2023-02-01,apartment,38,839.46
2023-02-01,apartment,39,749.32
2023-02-01,apartment,41,790.08
2023-02-01,apartment,42,794.25
2023-02-01,apartment,44,1068.07
2023-02-01,apartment,46,818.89
2023-02-01,apartment,47,628.22
2023-02-01,apartment,49,428.87
2023-02-01,apartment,51,455.39
2023-02-01,apartment,52,751.67
2023-02-01,apartment,53,817.46
2023-02-01,apartment,54,749.32
2023-02-01,apartment,55,502.03
2023-02-01,apartment,56,808.97
2023-02-01,apartment,58,665.25
2023-02-01,apartment,59,379.49
2023-02-01,apartment,62,794.25
2023-02-01,apartment,64,1104.33
2023-02-01,apartment,66,1135.74
2023-02-01,apartment,69,514.83
2023-02-01,apartment,70,422.08
2023-02-01,apartment,72,395.04
2023-02-01,apartment,73,702.29
2023-02-01,apartment,74,846.42
2023-02-01,apartment,75,1562.73
2023-02-01,apartment,76,702.29
2023-02-01,apartment,80,550.49
2023-02-01,apartment,83,480.08
2023-02-01,apartment,84,376.75
2023-02-01,apartment,88,1014.55
2023-02-01,apartment,90,668.15
2023-02-01,apartment,91,560.9
2023-02-01,apartment,92,668.99
2023-02-01,apartment,93,726.13
2023-02-01,apartment,94,420.64
2023-02-01,apartment,95,429.79
2023-02-01,apartment,97,1013.2
2023-02-01,apartment,100,472.77
2023-02-01,apartment,101,562.35
2023-02-01,apartment,104,778.3
2023-02-01,apartment,105,778.3
2023-02-01,apartment,106,720.58
2023-02-01,apartment,107,955.13
2023-02-01,apartment,109,701.49
2023-02-01,apartment,111,642.06
2023-02-01,apartment,115,665.25
2023-02-01,apartment,121,724.24
2023-02-01,apartment,122,724.24
2023-02-01,apartment,124,794.25
2023-02-01,apartment,125,405.1
2023-02-01,apartment,126,452.65
2023-02-01,apartment,127,386.81
2023-02-01,apartment,132,794.25
2023-02-01,apartment,134,707.78
2023-02-01,apartment,135,1458.69
2023-02-01,apartment,136,1002.23
2023-02-01,apartment,137,1106.22
2023-02-01,apartment,139,778.3
2023-02-01,apartment,141,1301.56
2023-02-01,apartment,142,821.71
2023-02-01,apartment,144,433.45
2023-02-01,apartment,147,1121.11
2023-02-01,apartment,148,742.53
2023-02-01,apartment,151,554.01
2023-02-01,apartment,152,885.67
2023-02-01,apartment,153,351.15
2023-02-01,apartment,154,839.46
2023-02-01,apartment,155,419.73
2023-02-01,apartment,156,422.08
2023-02-01,apartment,159,1375.32
2023-02-01,apartment,161,366.69
2023-02-01,apartment,166,810.2
2023-02-01,apartment,168,749.32
2023-02-01,apartment,169,688.44
2023-02-01,apartment,171,768.16
2023-02-01,apartment,174,773.62
2023-02-01,apartment,175,441.68
2023-02-01,apartment,176,811.09
2023-02-01,apartment,177,366.69
2023-02-01,apartment,178,811.09
2023-02-01,apartment,180,1014.55
2023-02-01,apartment,181,673.03
2023-02-01,apartment,183,581.19
2023-02-01,apartment,184,760.91
2023-02-01,apartment,185,751.67
2023-02-01,apartment,186,567.87
2023-02-01,apartment,187,720.58
2023-02-01,apartment,188,749.32
2023-02-01,apartment,189,363.03
2023-02-01,apartment,190,1174.17
2023-02-01,apartment,191,742.53
2023-02-01,apartment,192,1075.42
2023-02-01,apartment,193,775.45
2023-02-01,apartment,195,523.06
2023-02-01,apartment,196,1556.36
2023-02-01,apartment,198,801.49
2023-02-01,apartment,202,1066.73
2023-02-01,apartment,203,421.56
2023-02-01,apartment,206,726.13
2023-02-01,apartment,209,1001.51
2023-02-01,apartment,213,360.29
2023-02-01,apartment,214,396.87
2023-02-01,apartment,215,626.12
2023-02-01,apartment,216,372.18
2023-02-01,apartment,219,778.3
2023-02-01,apartment,221,815.34
2023-02-01,apartment,229,724.24
2023-02-01,apartment,230,486.97
2023-02-01,apartment,231,801.49
2023-02-01,apartment,233,501.11
2023-02-01,apartment,235,452.65
2023-02-01,apartment,236,802.94
2023-02-01,apartment,240,821.17
2023-02-01,apartment,241,781.2
2023-02-01,apartment,243,600.03
2023-02-01,apartment,245,665.25
2023-02-01,apartment,250,419.73
2023-02-01,apartment,252,1130.71
2023-02-01,apartment,256,419.73
2023-02-01,apartment,257,1121.11
2023-02-01,apartment,261,1475.67
2023-02-01,apartment,263,1223.52
2023-02-01,apartment,265,1061.63
2023-02-01,apartment,266,687.0
2023-02-01,apartment,272,360.29
2023-02-01,apartment,273,586.99
2023-02-01,apartment,275,455.39
2023-02-01,apartment,276,571.05
2023-02-01,apartment,277,790.08
2023-02-01,apartment,279,665.25
2023-02-01,apartment,280,573.36
2023-02-01,apartment,281,900.05
2023-02-01,apartment,282,781.2
2023-02-01,apartment,284,829.03
2023-02-01,apartment,286,635.54
2023-02-01,apartment,288,715.98
2023-02-01,apartment,289,751.67
2023-02-01,apartment,291,556.55
2023-02-01,apartment,296,375.84
2023-02-01,apartment,297,749.32
2023-02-01,apartment,298,715.09
2023-02-01,apartment,299,1318.55
2023-02-01,apartment,301,573.95
2023-02-01,apartment,306,898.14
2023-02-01,apartment,307,850.82
2023-02-01,apartment,308,348.4
2023-02-01,apartment,309,573.95
2023-02-01,apartment,312,749.32
2023-02-01,apartment,314,419.73
2023-02-01,apartment,320,698.59
2023-02-01,apartment,321,1179.63
2023-02-01,apartment,322,846.42
2023-02-01,apartment,323,888.46
2023-02-01,apartment,325,914.44
2023-02-01,apartment,326,813.85
2023-02-01,apartment,327,406.93
2023-02-01,apartment,331,406.93
2023-02-01,apartment,334,823.0
2023-02-01,apartment,336,900.05
2023-02-01,apartment,341,433.45
2023-02-01,apartment,344,615.98
2023-02-01,apartment,345,516.66
2023-02-01,apartment,346,567.87
2023-02-01,apartment,349,715.09
2023-02-01,apartment,351,815.99
2023-02-01,apartment,352,696.8
2023-02-01,apartment,355,558.0
2023-02-01,apartment,356,945.53
2023-02-01,apartment,362,631.88
2023-02-01,apartment,365,698.59
2023-02-01,apartment,366,787.0
2023-02-01,apartment,367,720.58
2023-02-01,apartment,368,744.36
2023-02-01,apartment,370,793.74
2023-02-01,apartment,371,586.99
2023-02-01,apartment,372,829.03
2023-02-01,apartment,373,829.03
2023-02-01,apartment,376,872.51
2023-02-01,apartment,377,422.08
2023-02-01,apartment,378,1097.73
2023-02-01,apartment,451,427.93
2023-02-01,apartment,452,370.98
2023-02-01,apartment,453,388.88
2023-02-01,apartment,454,742.72
2023-02-01,apartment,456,381.91
2023-02-01,apartment,457,760.78
2023-02-01,apartment,458,409.92
2023-02-01,apartment,459,773.67
2023-02-01,apartment,460,465.35
2023-02-01,apartment,461,784.27
2023-02-01,apartment,463,887.14
2023-02-01,apartment,464,830.41
2023-02-01,apartment,465,465.35
2023-02-01,apartment,468,709.42
2023-02-01,apartment,470,416.54
2023-02-01,apartment,471,872.13
2023-02-01,apartment,476,791.98
2023-02-01,apartment,478,790.77
2023-02-01,apartment,479,773.67
2023-02-01,apartment,480,712.67
2023-02-01,apartment,481,719.51
2023-02-01,apartment,482,559.62
2023-02-01,apartment,485,691.15
2023-02-01,apartment,486,803.79
2023-02-01,apartment,487,1047.86
2023-02-01,apartment,488,654.76
2023-02-01,apartment,489,737.57
2023-02-01,apartment,491,719.51
2023-02-01,apartment,494,388.88
2023-02-01,apartment,496,644.97
2023-02-01,apartment,497,380.74
2023-02-01,apartment,500,803.92
2023-02-01,apartment,505,990.3
2023-02-01,apartment,506,507.5
2023-02-01,apartment,509,515.62
2023-02-01,apartment,510,993.62
2023-02-01,apartment,511,959.99
2023-02-01,apartment,512,741.96
2023-02-01,apartment,514,855.86
2023-02-01,apartment,515,519.05
2023-02-01,apartment,517,851.45
2023-02-01,apartment,519,499.52
2023-02-01,apartment,520,381.91
2023-02-01,apartment,523,370.98
2023-02-01,apartment,524,356.34
2023-02-01,apartment,525,465.35
2023-02-01,apartment,527,530.44
2023-02-01,apartment,528,456.39
2023-02-01,apartment,531,436.06
2023-02-01,apartment,532,559.62
2023-02-01,apartment,538,398.64
2023-02-01,apartment,541,761.49
2023-02-01,apartment,542,795.67
2023-02-01,apartment,543,719.18
2023-02-01,apartment,544,660.2
2023-02-01,apartment,547,761.49
2023-02-01,apartment,550,621.52
2023-02-01,apartment,551,1103.18
2023-02-01,apartment,552,813.86
2023-02-01,apartment,556,1088.3
2023-02-01,apartment,557,804.37
2023-02-01,apartment,561,499.52
2023-02-01,apartment,562,356.34
2023-02-01,apartment,564,823.61
2023-02-01,apartment,569,605.32
2023-02-01,apartment,570,530.44
2023-02-01,apartment,574,416.54
2023-02-01,apartment,575,1059.93
2023-02-01,apartment,576,807.18
2023-02-01,apartment,577,590.57
2023-02-01,apartment,579,1001.18
2023-02-01,apartment,582,475.11
2023-02-01,apartment,584,797.28
2023-02-01,apartment,590,515.62
2023-02-01,apartment,592,380.74
2023-02-01,apartment,594,737.57
2023-02-01,apartment,595,776.25
2023-02-01,apartment,596,999.04
2023-02-01,apartment,597,465.35
2023-02-01,apartment,598,825.25
2023-02-01,apartment,600,621.52
2023-02-01,apartment,601,691.52
2023-02-01,apartment,603,826.22
2023-02-01,apartment,605,819.83
2023-02-01,apartment,607,453.96
2023-02-01,apartment,608,372.61
2023-02-01,apartment,609,1088.3
2023-02-01,apartment,614,781.41
2023-02-01,apartment,615,493.01
2023-02-01,apartment,616,431.18
2023-02-01,apartment,618,431.18
2023-02-01,apartment,620,807.18
2023-02-01,apartment,621,439.32
2023-02-01,apartment,622,582.63
2023-02-01,apartment,627,803.79
2023-02-01,apartment,628,475.11
2023-02-01,apartment,638,390.51
2023-02-01,apartment,640,830.41
2023-02-01,apartment,641,587.99
2023-02-01,apartment,645,626.67
2023-02-01,apartment,649,603.46
2023-02-01,apartment,651,523.93
2023-02-01,apartment,652,719.51
2023-02-01,apartment,655,665.36
2023-02-01,apartment,660,380.74
2023-02-01,apartment,663,465.35
2023-02-01,apartment,664,719.51
2023-02-01,apartment,671,691.15
2023-02-01,apartment,672,808.5
2023-02-01,apartment,675,715.93
2023-02-01,apartment,677,667.94
2023-02-01,apartment,678,813.86
2023-02-01,apartment,679,603.46
2023-02-01,apartment,680,509.27
2023-02-01,apartment,682,580.25
2023-02-01,apartment,685,691.15
2023-02-01,apartment,687,413.11
2023-02-01,apartment,688,453.96
2023-02-01,apartment,691,800.54
2023-02-01,apartment,694,660.2
2023-02-01,apartment,695,999.04
2023-02-01,apartment,697,791.72
2023-02-01,apartment,700,530.44
2023-02-01,apartment,702,618.94
2023-02-01,apartment,703,715.93
2023-02-01,apartment,704,616.36
2023-02-01,apartment,705,761.49
2023-02-01,apartment,709,827.39
2023-02-01,apartment,710,741.96
2023-02-01,apartment,711,631.83
2023-02-01,apartment,712,616.36
2023-02-01,apartment,713,649.7
2023-02-01,apartment,715,509.27
2023-02-01,apartment,717,649.7
2023-02-01,apartment,718,418.17
2023-02-01,apartment,719,631.83
2023-02-01,apartment,720,761.49
2023-02-01,apartment,722,439.32
2023-02-01,apartment,723,603.46
2023-02-01,apartment,725,800.54
2023-02-01,apartment,726,819.83
2023-02-01,apartment,729,706.16
2023-02-01,apartment,733,678.25
2023-02-01,apartment,735,776.25
2023-02-01,apartment,736,636.99
2023-02-01,apartment,737,709.42
2023-02-01,apartment,740,722.44
2023-02-01,apartment,741,776.25
2023-02-01,apartment,747,370.98
2023-02-01,apartment,748,380.74
2023-02-01,apartment,751,819.83
2023-02-01,apartment,752,760.78
2023-02-01,apartment,754,636.99
2023-02-01,apartment,755,993.62
2023-02-01,apartment,756,761.49
2023-02-01,apartment,757,1247.35
2023-02-01,apartment,763,784.27
2023-02-01,apartment,764,587.99
2023-02-01,apartment,768,719.18
2023-02-01,apartment,769,761.49
2023-02-01,apartment,771,590.57
2023-02-01,apartment,774,649.7
2023-02-01,apartment,775,706.16
2023-02-01,apartment,776,715.93
2023-02-01,apartment,777,763.83
2023-02-01,apartment,779,825.25
2023-02-01,apartment,780,745.21
2023-02-01,apartment,781,784.27
2023-02-01,apartment,782,807.18
2023-02-01,apartment,784,855.86
2023-02-01,apartment,788,737.57
2023-02-01,apartment,791,519.05
2023-02-01,apartment,792,1018.54
2023-02-01,apartment,793,836.33
2023-02-01,apartment,794,603.46
2023-02-01,apartment,795,392.13
2023-02-01,apartment,797,840.72
2023-02-01,apartment,800,398.64
2023-02-01,apartment,801,761.49
2023-02-01,apartment,802,353.08
2023-02-01,apartment,806,822.67
2023-02-01,apartment,807,427.93
2023-02-01,apartment,809,421.42
2023-02-01,apartment,810,567.36
2023-02-01,apartment,812,423.05
2023-02-01,apartment,813,1373.28
2023-02-01,apartment,814,709.42
2023-02-01,apartment,815,706.16
2023-02-01,apartment,816,719.51
2023-02-01,apartment,818,719.51
2023-02-01,apartment,819,1088.3
2023-02-01,apartment,821,436.06
2023-02-01,apartment,823,706.16
2023-02-01,apartment,824,634.41
2023-02-01,apartment,825,431.18
2023-02-01,apartment,826,678.25
2023-02-01,apartment,827,395.39
2023-02-01,apartment,901,415.89
2023-02-01,apartment,903,793.53
2023-02-01,apartment,904,399.16
2023-02-01,apartment,905,628.86
2023-02-01,apartment,906,623.18
2023-02-01,apartment,907,788.75
2023-02-01,apartment,908,815.82
2023-02-01,apartment,909,602.34
2023-02-01,apartment,910,589.08
2023-02-01,apartment,913,359.72
2023-02-01,apartment,914,659.17
2023-02-01,apartment,916,824.14
2023-02-01,apartment,918,415.89
2023-02-01,apartment,920,731.39
2023-02-01,apartment,921,659.17
2023-02-01,apartment,922,824.14
2023-02-01,apartment,923,738.56
2023-02-01,apartment,924,623.18
2023-02-01,apartment,926,554.99
2023-02-01,apartment,928,554.99
2023-02-01,apartment,930,558.78
2023-02-01,apartment,934,577.72
2023-02-01,apartment,935,415.89
2023-02-01,apartment,936,779.19
2023-02-01,apartment,938,602.34
2023-02-01,apartment,941,415.89
2023-02-01,apartment,942,767.24
2023-02-01,apartment,943,991.92
2023-02-01,apartment,945,368.09
2023-02-01,apartment,946,659.17
2023-02-01,apartment,947,700.32
2023-02-01,apartment,948,786.08
2023-02-01,apartment,949,748.12
2023-02-01,apartment,950,659.17
2023-02-01,apartment,951,786.08
2023-02-01,apartment,952,598.74
2023-02-01,apartment,953,523.45
2023-02-01,apartment,955,577.72
2023-02-01,apartment,957,451.74
2023-02-01,apartment,958,786.36
2023-02-01,apartment,959,358.52
2023-02-01,apartment,962,813.04
2023-02-01,apartment,963,1029.79
2023-02-01,apartment,964,388.4
2023-02-01,apartment,965,615.6
2023-02-01,apartment,967,350.16
2023-02-01,apartment,969,415.89
2023-02-01,apartment,970,396.77
2023-02-01,apartment,971,659.17
2023-02-01,apartment,972,438.59
2023-02-01,apartment,974,1023.4
2023-02-01,apartment,977,602.34
2023-02-01,apartment,979,717.05
2023-02-01,apartment,980,734.93
2023-02-01,apartment,983,760.07
2023-02-01,apartment,984,417.08
2023-02-01,apartment,985,577.72
2023-02-01,apartment,988,372.87
2023-02-01,apartment,989,364.5
2023-02-01,apartment,990,798.31
2023-02-01,apartment,991,617.5
2023-02-01,apartment,992,617.5
2023-02-01,apartment,993,779.19
2023-02-01,apartment,994,661.06
2023-02-01,apartment,995,890.74
2023-02-01,apartment,997,788.75
2023-02-01,apartment,999,779.19
2023-02-01,apartment,1000,1216.94
2023-02-01,apartment,1003,558.78
2023-02-01,apartment,1006,661.06
2023-02-01,apartment,1009,370.48
2023-02-01,apartment,1010,831.78
2023-02-01,apartment,1011,659.17
2023-02-01,apartment,1012,861.84
2023-02-01,apartment,1013,400.35
2023-02-01,apartment,1014,415.89
2023-02-01,apartment,1019,689.56
2023-02-01,apartment,1020,415.89
2023-02-01,apartment,1023,364.5
2023-02-01,apartment,1024,393.18
2023-02-01,apartment,1025,709.88
2023-02-01,apartment,1026,617.5
2023-02-01,apartment,1027,487.59
2023-02-01,apartment,1031,1023.4
2023-02-01,apartment,1034,1003.9
2023-02-01,apartment,1036,615.6
2023-02-01,apartment,1037,415.89
2023-02-01,apartment,1038,639.37
2023-02-01,apartment,1040,715.99
2023-02-01,apartment,1041,798.31
2023-02-01,apartment,1044,825.85
2023-02-01,apartment,1045,417.08
2023-02-01,apartment,1046,1018.39
2023-02-01,apartment,1047,705.1
2023-02-01,apartment,1050,608.03
2023-02-01,apartment,1051,354.94
2023-02-01,apartment,1052,1151.58
2023-02-01,apartment,1053,628.86
2023-02-01,apartment,1055,813.04
2023-02-01,apartment,1056,634.54
2023-02-01,apartment,1057,608.03
2023-02-01,apartment,1064,399.16
2023-02-01,apartment,1069,350.16
2023-02-01,apartment,1073,615.6
2023-02-01,apartment,1074,660.88
2023-02-01,apartment,1076,615.6
2023-02-01,apartment,1078,659.17
2023-02-01,apartment,1079,415.89
2023-02-01,apartment,1080,573.93
2023-02-01,apartment,1082,393.18
2023-02-01,apartment,1083,645.69
2023-02-01,apartment,1085,602.34
2023-02-01,apartment,1086,415.89
2023-02-01,apartment,1090,632.65
2023-02-01,apartment,1091,767.24
2023-02-01,apartment,1092,380.04
2023-02-01,apartment,1093,1132.16
2023-02-01,apartment,1095,973.6
2023-02-01,apartment,1096,415.89
2023-02-01,apartment,1098,415.89
2023-02-01,apartment,1100,784.18
2023-02-01,apartment,1101,1000.12
2023-02-01,apartment,1102,1499.25
2023-02-01,apartment,1103,798.31
2023-02-01,apartment,1104,729.0
2023-02-01,apartment,1105,700.32
2023-02-01,apartment,1108,388.4
2023-02-01,apartment,1109,776.8
2023-02-01,apartment,1110,634.54
2023-02-01,apartment,1111,415.89
2023-02-01,apartment,1112,734.93
2023-02-01,apartment,1114,740.95
2023-02-01,apartment,1120,362.11
2023-02-01,apartment,1126,388.4
2023-02-01,apartment,1127,818.59
2023-02-01,apartment,1129,615.6
2023-02-01,apartment,1131,988.75
2023-02-01,apartment,1132,700.32
2023-02-01,apartment,1133,748.12
2023-02-01,apartment,1134,400.35
2023-02-01,apartment,1135,831.78
2023-02-01,apartment,1137,784.18
2023-02-01,apartment,1139,831.78
2023-02-01,apartment,1141,617.5
2023-02-01,apartment,1142,396.77
2023-02-01,apartment,1143,659.17
2023-02-01,apartment,1144,487.59
2023-02-01,apartment,1145,393.18
2023-02-01,apartment,1146,570.14
2023-02-01,apartment,1149,786.36
2023-02-01,apartment,1150,788.75
2023-02-01,apartment,1152,396.77
2023-02-01,apartment,1153,625.07
2023-02-01,apartment,1154,786.36
2023-02-01,apartment,1156,362.11
2023-02-01,apartment,1157,615.6
2023-02-01,apartment,1158,632.65
2023-02-01,apartment,1159,933.82
2023-02-01,apartment,1160,415.89
2023-02-01,apartment,1163,602.34
2023-02-01,apartment,1164,463.69
2023-02-01,apartment,1165,583.4
2023-02-01,apartment,1167,829.64
2023-02-01,apartment,1170,926.81
2023-02-01,apartment,1173,813.04
2023-02-01,apartment,1176,989.53
2023-02-01,apartment,1177,374.06
2023-02-01,apartment,1178,788.75
2023-02-01,apartment,1179,362.11
2023-02-01,apartment,1180,615.6
2023-02-01,apartment,1181,358.52
2023-02-01,apartment,1182,351.35
2023-02-01,apartment,1183,973.6
2023-02-01,apartment,1184,784.18
2023-02-01,apartment,1185,659.17
2023-02-01,apartment,1186,463.69
2023-02-01,apartment,1187,388.4
2023-02-01,apartment,1188,659.17
2023-02-01,apartment,1189,352.55
2023-02-01,apartment,1191,350.16
2023-02-01,apartment,1194,362.11
2023-02-01,apartment,1195,602.34
2023-02-01,apartment,1198,556.88
2023-02-01,apartment,1199,1015.82
2023-02-01,apartment,1200,700.32
2023-02-01,apartment,1201,798.31
2023-02-01,apartment,1202,399.16
2023-02-01,apartment,1203,415.89
2023-02-01,apartment,1205,661.06
2023-02-01,apartment,1206,700.32
2023-02-01,apartment,1209,1029.79
2023-02-01,apartment,1210,463.69
2023-02-01,apartment,1214,760.07
2023-02-01,apartment,1215,354.94
2023-02-01,apartment,1216,573.93
2023-02-01,apartment,1218,748.12
2023-02-01,apartment,1221,614.27
2023-02-01,apartment,1223,451.74
2023-02-01,apartment,1224,1047.47
2023-02-01,apartment,1227,729.0
2023-02-01,apartment,1230,831.78
2023-02-01,apartment,1231,608.03
