dt_week_of_year,employerid,ts,employees_count
51.0,398,2022-12-19,4.0
51.0,399,2022-12-19,5.0
51.0,400,2022-12-19,2.0
51.0,401,2022-12-19,5.0
51.0,402,2022-12-19,4.0
51.0,403,2022-12-19,6.0
51.0,404,2022-12-19,1.0
51.0,405,2022-12-19,5.0
51.0,406,2022-12-19,6.0
51.0,407,2022-12-19,4.0
51.0,408,2022-12-19,6.0
51.0,409,2022-12-19,1.0
51.0,410,2022-12-19,4.0
51.0,411,2022-12-19,2.0
51.0,412,2022-12-19,2.0
51.0,413,2022-12-19,5.0
51.0,414,2022-12-19,5.0
51.0,415,2022-12-19,5.0
51.0,416,2022-12-19,4.0
51.0,417,2022-12-19,3.0
51.0,418,2022-12-19,4.0
51.0,419,2022-12-19,2.0
51.0,421,2022-12-19,5.0
51.0,422,2022-12-19,4.0
51.0,423,2022-12-19,5.0
51.0,424,2022-12-19,5.0
51.0,425,2022-12-19,4.0
51.0,426,2022-12-19,4.0
51.0,427,2022-12-19,5.0
51.0,428,2022-12-19,3.0
51.0,429,2022-12-19,5.0
51.0,430,2022-12-19,1.0
51.0,431,2022-12-19,1.0
51.0,432,2022-12-19,4.0
51.0,433,2022-12-19,1.0
51.0,434,2022-12-19,5.0
51.0,435,2022-12-19,5.0
51.0,436,2022-12-19,3.0
51.0,437,2022-12-19,7.0
51.0,438,2022-12-19,5.0
51.0,439,2022-12-19,6.0
51.0,440,2022-12-19,5.0
51.0,441,2022-12-19,5.0
51.0,829,2022-12-19,1.0
51.0,830,2022-12-19,4.0
51.0,831,2022-12-19,3.0
51.0,833,2022-12-19,3.0
51.0,834,2022-12-19,2.0
51.0,836,2022-12-19,2.0
51.0,837,2022-12-19,6.0
51.0,838,2022-12-19,4.0
51.0,839,2022-12-19,1.0
51.0,840,2022-12-19,3.0
51.0,841,2022-12-19,5.0
51.0,842,2022-12-19,3.0
51.0,843,2022-12-19,4.0
51.0,844,2022-12-19,1.0
51.0,845,2022-12-19,4.0
51.0,846,2022-12-19,1.0
51.0,847,2022-12-19,5.0
51.0,848,2022-12-19,1.0
51.0,849,2022-12-19,2.0
51.0,850,2022-12-19,4.0
51.0,851,2022-12-19,3.0
51.0,852,2022-12-19,4.0
51.0,853,2022-12-19,4.0
51.0,854,2022-12-19,3.0
51.0,855,2022-12-19,5.0
51.0,856,2022-12-19,3.0
51.0,857,2022-12-19,5.0
51.0,859,2022-12-19,5.0
51.0,860,2022-12-19,1.0
51.0,861,2022-12-19,2.0
51.0,862,2022-12-19,3.0
51.0,863,2022-12-19,4.0
51.0,864,2022-12-19,3.0
51.0,865,2022-12-19,5.0
51.0,866,2022-12-19,2.0
51.0,867,2022-12-19,5.0
51.0,868,2022-12-19,6.0
51.0,869,2022-12-19,4.0
51.0,870,2022-12-19,4.0
51.0,871,2022-12-19,5.0
51.0,872,2022-12-19,3.0
51.0,873,2022-12-19,6.0
51.0,874,2022-12-19,6.0
51.0,875,2022-12-19,1.0
51.0,876,2022-12-19,7.0
51.0,877,2022-12-19,8.0
51.0,878,2022-12-19,6.0
51.0,879,2022-12-19,2.0
51.0,880,2022-12-19,3.0
51.0,881,2022-12-19,2.0
51.0,882,2022-12-19,2.0
51.0,883,2022-12-19,8.0
51.0,884,2022-12-19,1.0
51.0,885,2022-12-19,5.0
51.0,886,2022-12-19,3.0
51.0,887,2022-12-19,5.0
51.0,888,2022-12-19,3.0
51.0,889,2022-12-19,2.0
51.0,890,2022-12-19,1.0
51.0,891,2022-12-19,5.0
51.0,1279,2022-12-19,3.0
51.0,1280,2022-12-19,2.0
51.0,1281,2022-12-19,4.0
51.0,1282,2022-12-19,3.0
51.0,1283,2022-12-19,6.0
51.0,1284,2022-12-19,4.0
51.0,1285,2022-12-19,6.0
51.0,1286,2022-12-19,5.0
51.0,1287,2022-12-19,4.0
51.0,1288,2022-12-19,3.0
51.0,1289,2022-12-19,4.0
51.0,1290,2022-12-19,2.0
51.0,1291,2022-12-19,5.0
51.0,1292,2022-12-19,2.0
51.0,1293,2022-12-19,1.0
51.0,1294,2022-12-19,1.0
51.0,1295,2022-12-19,5.0
51.0,1296,2022-12-19,3.0
51.0,1297,2022-12-19,5.0
51.0,1298,2022-12-19,6.0
51.0,1299,2022-12-19,6.0
51.0,1300,2022-12-19,4.0
51.0,1301,2022-12-19,1.0
51.0,1302,2022-12-19,3.0
51.0,1303,2022-12-19,3.0
51.0,1304,2022-12-19,4.0
51.0,1305,2022-12-19,2.0
51.0,1306,2022-12-19,6.0
51.0,1307,2022-12-19,5.0
51.0,1308,2022-12-19,2.0
51.0,1309,2022-12-19,3.0
51.0,1310,2022-12-19,2.0
51.0,1311,2022-12-19,5.0
51.0,1312,2022-12-19,1.0
51.0,1313,2022-12-19,4.0
51.0,1314,2022-12-19,3.0
51.0,1315,2022-12-19,7.0
51.0,1316,2022-12-19,3.0
51.0,1317,2022-12-19,3.0
51.0,1318,2022-12-19,3.0
51.0,1319,2022-12-19,3.0
51.0,1320,2022-12-19,2.0
51.0,1321,2022-12-19,1.0
51.0,1322,2022-12-19,2.0
51.0,1323,2022-12-19,6.0
51.0,1324,2022-12-19,2.0
51.0,1325,2022-12-19,3.0
51.0,1326,2022-12-19,5.0
51.0,1327,2022-12-19,1.0
51.0,1328,2022-12-19,2.0
51.0,1329,2022-12-19,2.0
51.0,1330,2022-12-19,6.0
51.0,1331,2022-12-19,2.0
51.0,1332,2022-12-19,1.0
51.0,1333,2022-12-19,1.0
51.0,1334,2022-12-19,3.0
51.0,1335,2022-12-19,1.0
51.0,1336,2022-12-19,2.0
51.0,1337,2022-12-19,4.0
51.0,1338,2022-12-19,2.0
51.0,1339,2022-12-19,4.0
51.0,1340,2022-12-19,3.0
51.0,1341,2022-12-19,5.0
51.0,1734,2022-12-19,3.0
51.0,1735,2022-12-19,4.0
51.0,1736,2022-12-19,5.0
51.0,1737,2022-12-19,6.0
51.0,1738,2022-12-19,2.0
51.0,1739,2022-12-19,2.0
51.0,1740,2022-12-19,3.0
51.0,1741,2022-12-19,1.0
51.0,1742,2022-12-19,5.0
51.0,1743,2022-12-19,3.0
51.0,1744,2022-12-19,3.0
51.0,1745,2022-12-19,6.0
51.0,1746,2022-12-19,4.0
51.0,1747,2022-12-19,1.0
51.0,1748,2022-12-19,5.0
51.0,1749,2022-12-19,6.0
51.0,1750,2022-12-19,2.0
51.0,1751,2022-12-19,1.0
51.0,1752,2022-12-19,2.0
51.0,1753,2022-12-19,1.0
51.0,1754,2022-12-19,1.0
51.0,1755,2022-12-19,3.0
51.0,1756,2022-12-19,2.0
51.0,1757,2022-12-19,4.0
51.0,1758,2022-12-19,1.0
51.0,1759,2022-12-19,7.0
51.0,1760,2022-12-19,3.0
51.0,1761,2022-12-19,3.0
51.0,1762,2022-12-19,1.0
51.0,1763,2022-12-19,6.0
51.0,1764,2022-12-19,3.0
51.0,1765,2022-12-19,5.0
51.0,1766,2022-12-19,4.0
51.0,1767,2022-12-19,4.0
51.0,1768,2022-12-19,5.0
51.0,1769,2022-12-19,1.0
51.0,1770,2022-12-19,5.0
51.0,1771,2022-12-19,8.0
51.0,1772,2022-12-19,2.0
51.0,1773,2022-12-19,2.0
51.0,1774,2022-12-19,2.0
51.0,1775,2022-12-19,1.0
51.0,1776,2022-12-19,3.0
51.0,1777,2022-12-19,1.0
51.0,1778,2022-12-19,2.0
51.0,1779,2022-12-19,4.0
51.0,1780,2022-12-19,2.0
51.0,1781,2022-12-19,3.0
51.0,1782,2022-12-19,5.0
51.0,1783,2022-12-19,1.0
51.0,1784,2022-12-19,3.0
51.0,1785,2022-12-19,3.0
51.0,1786,2022-12-19,8.0
51.0,1787,2022-12-19,2.0
51.0,1788,2022-12-19,5.0
51.0,1789,2022-12-19,6.0
51.0,1790,2022-12-19,6.0
51.0,1791,2022-12-19,1.0
51.0,1792,2022-12-19,6.0
51.0,1793,2022-12-19,6.0
51.0,1794,2022-12-19,2.0
51.0,1795,2022-12-19,6.0
51.0,1796,2022-12-19,5.0
51.0,1797,2022-12-19,1.0
52.0,379,2022-12-26,1.0
52.0,381,2022-12-26,4.0
52.0,382,2022-12-26,4.0
52.0,383,2022-12-26,6.0
52.0,384,2022-12-26,3.0
52.0,385,2022-12-26,5.0
52.0,386,2022-12-26,5.0
52.0,387,2022-12-26,2.0
52.0,388,2022-12-26,5.0
52.0,389,2022-12-26,3.0
52.0,390,2022-12-26,3.0
52.0,391,2022-12-26,2.0
52.0,392,2022-12-26,3.0
52.0,393,2022-12-26,4.0
52.0,394,2022-12-26,1.0
52.0,395,2022-12-26,3.0
52.0,396,2022-12-26,7.0
52.0,397,2022-12-26,6.0
52.0,398,2022-12-26,4.0
52.0,399,2022-12-26,5.0
52.0,400,2022-12-26,2.0
52.0,401,2022-12-26,5.0
52.0,402,2022-12-26,4.0
52.0,403,2022-12-26,6.0
52.0,404,2022-12-26,1.0
52.0,405,2022-12-26,5.0
52.0,406,2022-12-26,6.0
52.0,407,2022-12-26,4.0
52.0,408,2022-12-26,6.0
52.0,409,2022-12-26,1.0
52.0,410,2022-12-26,4.0
52.0,411,2022-12-26,2.0
52.0,412,2022-12-26,2.0
52.0,413,2022-12-26,5.0
52.0,414,2022-12-26,5.0
52.0,415,2022-12-26,5.0
52.0,416,2022-12-26,4.0
52.0,417,2022-12-26,3.0
52.0,418,2022-12-26,4.0
52.0,419,2022-12-26,2.0
52.0,421,2022-12-26,5.0
52.0,422,2022-12-26,4.0
52.0,423,2022-12-26,5.0
52.0,424,2022-12-26,5.0
52.0,425,2022-12-26,4.0
52.0,426,2022-12-26,4.0
52.0,427,2022-12-26,5.0
52.0,428,2022-12-26,3.0
52.0,429,2022-12-26,5.0
52.0,430,2022-12-26,1.0
52.0,431,2022-12-26,1.0
52.0,432,2022-12-26,4.0
52.0,433,2022-12-26,1.0
52.0,434,2022-12-26,5.0
52.0,435,2022-12-26,5.0
52.0,436,2022-12-26,3.0
52.0,437,2022-12-26,7.0
52.0,438,2022-12-26,5.0
52.0,439,2022-12-26,6.0
52.0,440,2022-12-26,5.0
52.0,441,2022-12-26,5.0
52.0,829,2022-12-26,1.0
52.0,830,2022-12-26,4.0
52.0,831,2022-12-26,3.0
52.0,833,2022-12-26,3.0
52.0,834,2022-12-26,2.0
52.0,836,2022-12-26,2.0
52.0,837,2022-12-26,6.0
52.0,838,2022-12-26,4.0
52.0,839,2022-12-26,1.0
52.0,840,2022-12-26,3.0
52.0,841,2022-12-26,5.0
52.0,842,2022-12-26,3.0
52.0,843,2022-12-26,4.0
52.0,844,2022-12-26,1.0
52.0,845,2022-12-26,4.0
52.0,846,2022-12-26,1.0
52.0,847,2022-12-26,5.0
52.0,848,2022-12-26,1.0
52.0,849,2022-12-26,2.0
52.0,850,2022-12-26,4.0
52.0,851,2022-12-26,3.0
52.0,852,2022-12-26,4.0
52.0,853,2022-12-26,4.0
52.0,854,2022-12-26,3.0
52.0,855,2022-12-26,5.0
52.0,856,2022-12-26,3.0
52.0,857,2022-12-26,5.0
52.0,859,2022-12-26,5.0
52.0,860,2022-12-26,1.0
52.0,861,2022-12-26,2.0
52.0,862,2022-12-26,3.0
52.0,863,2022-12-26,4.0
52.0,864,2022-12-26,3.0
52.0,865,2022-12-26,5.0
52.0,866,2022-12-26,2.0
52.0,867,2022-12-26,5.0
52.0,868,2022-12-26,6.0
52.0,869,2022-12-26,4.0
52.0,870,2022-12-26,4.0
52.0,871,2022-12-26,5.0
52.0,872,2022-12-26,3.0
52.0,873,2022-12-26,6.0
52.0,874,2022-12-26,6.0
52.0,875,2022-12-26,1.0
52.0,876,2022-12-26,7.0
52.0,877,2022-12-26,8.0
52.0,878,2022-12-26,6.0
52.0,879,2022-12-26,2.0
52.0,880,2022-12-26,3.0
52.0,881,2022-12-26,2.0
52.0,882,2022-12-26,2.0
52.0,883,2022-12-26,8.0
52.0,884,2022-12-26,1.0
52.0,885,2022-12-26,5.0
52.0,886,2022-12-26,3.0
52.0,887,2022-12-26,5.0
52.0,888,2022-12-26,3.0
52.0,889,2022-12-26,2.0
52.0,890,2022-12-26,1.0
52.0,891,2022-12-26,5.0
52.0,1279,2022-12-26,3.0
52.0,1280,2022-12-26,2.0
52.0,1281,2022-12-26,4.0
52.0,1282,2022-12-26,3.0
52.0,1283,2022-12-26,6.0
52.0,1284,2022-12-26,4.0
52.0,1285,2022-12-26,6.0
52.0,1286,2022-12-26,5.0
52.0,1287,2022-12-26,4.0
52.0,1288,2022-12-26,3.0
52.0,1289,2022-12-26,4.0
52.0,1290,2022-12-26,2.0
52.0,1291,2022-12-26,5.0
52.0,1292,2022-12-26,2.0
52.0,1293,2022-12-26,1.0
52.0,1294,2022-12-26,1.0
52.0,1295,2022-12-26,5.0
52.0,1296,2022-12-26,3.0
52.0,1297,2022-12-26,5.0
52.0,1298,2022-12-26,6.0
52.0,1299,2022-12-26,6.0
52.0,1300,2022-12-26,4.0
52.0,1301,2022-12-26,1.0
52.0,1302,2022-12-26,3.0
52.0,1303,2022-12-26,3.0
52.0,1304,2022-12-26,4.0
52.0,1305,2022-12-26,2.0
52.0,1306,2022-12-26,6.0
52.0,1307,2022-12-26,5.0
52.0,1308,2022-12-26,2.0
52.0,1309,2022-12-26,3.0
52.0,1310,2022-12-26,2.0
52.0,1311,2022-12-26,5.0
52.0,1312,2022-12-26,1.0
52.0,1313,2022-12-26,4.0
52.0,1314,2022-12-26,3.0
52.0,1315,2022-12-26,7.0
52.0,1316,2022-12-26,3.0
52.0,1317,2022-12-26,3.0
52.0,1318,2022-12-26,3.0
52.0,1319,2022-12-26,3.0
52.0,1320,2022-12-26,2.0
52.0,1321,2022-12-26,1.0
52.0,1322,2022-12-26,2.0
52.0,1323,2022-12-26,6.0
52.0,1324,2022-12-26,2.0
52.0,1325,2022-12-26,3.0
52.0,1326,2022-12-26,5.0
52.0,1327,2022-12-26,1.0
52.0,1328,2022-12-26,2.0
52.0,1329,2022-12-26,2.0
52.0,1330,2022-12-26,6.0
52.0,1331,2022-12-26,2.0
52.0,1332,2022-12-26,1.0
52.0,1333,2022-12-26,1.0
52.0,1334,2022-12-26,3.0
52.0,1335,2022-12-26,1.0
52.0,1336,2022-12-26,2.0
52.0,1337,2022-12-26,4.0
52.0,1338,2022-12-26,2.0
52.0,1339,2022-12-26,4.0
52.0,1340,2022-12-26,3.0
52.0,1341,2022-12-26,5.0
52.0,1734,2022-12-26,3.0
52.0,1735,2022-12-26,4.0
52.0,1736,2022-12-26,5.0
52.0,1737,2022-12-26,6.0
52.0,1738,2022-12-26,2.0
52.0,1739,2022-12-26,2.0
52.0,1740,2022-12-26,3.0
52.0,1741,2022-12-26,1.0
52.0,1742,2022-12-26,5.0
52.0,1743,2022-12-26,3.0
52.0,1744,2022-12-26,3.0
52.0,1745,2022-12-26,6.0
52.0,1746,2022-12-26,4.0
52.0,1747,2022-12-26,1.0
52.0,1748,2022-12-26,5.0
52.0,1749,2022-12-26,6.0
52.0,1750,2022-12-26,2.0
52.0,1751,2022-12-26,1.0
52.0,1752,2022-12-26,2.0
52.0,1753,2022-12-26,1.0
52.0,1754,2022-12-26,1.0
52.0,1755,2022-12-26,3.0
52.0,1756,2022-12-26,2.0
52.0,1757,2022-12-26,4.0
52.0,1758,2022-12-26,1.0
52.0,1759,2022-12-26,7.0
52.0,1760,2022-12-26,3.0
52.0,1761,2022-12-26,3.0
52.0,1762,2022-12-26,1.0
52.0,1763,2022-12-26,6.0
52.0,1764,2022-12-26,3.0
52.0,1765,2022-12-26,5.0
52.0,1766,2022-12-26,4.0
52.0,1767,2022-12-26,4.0
52.0,1768,2022-12-26,5.0
52.0,1769,2022-12-26,1.0
52.0,1770,2022-12-26,5.0
52.0,1771,2022-12-26,8.0
52.0,1772,2022-12-26,2.0
52.0,1773,2022-12-26,2.0
52.0,1774,2022-12-26,2.0
52.0,1775,2022-12-26,1.0
52.0,1776,2022-12-26,3.0
52.0,1777,2022-12-26,1.0
52.0,1778,2022-12-26,2.0
52.0,1779,2022-12-26,4.0
52.0,1780,2022-12-26,2.0
52.0,1781,2022-12-26,3.0
52.0,1782,2022-12-26,5.0
52.0,1783,2022-12-26,1.0
52.0,1784,2022-12-26,3.0
52.0,1785,2022-12-26,3.0
52.0,1786,2022-12-26,8.0
52.0,1787,2022-12-26,2.0
52.0,1788,2022-12-26,5.0
52.0,1789,2022-12-26,6.0
52.0,1790,2022-12-26,6.0
52.0,1791,2022-12-26,1.0
52.0,1792,2022-12-26,6.0
52.0,1793,2022-12-26,6.0
52.0,1794,2022-12-26,2.0
52.0,1795,2022-12-26,6.0
52.0,1796,2022-12-26,5.0
52.0,1797,2022-12-26,1.0
1.0,379,2023-01-02,1.0
1.0,381,2023-01-02,4.0
1.0,382,2023-01-02,4.0
1.0,383,2023-01-02,6.0
1.0,384,2023-01-02,3.0
1.0,385,2023-01-02,5.0
1.0,386,2023-01-02,5.0
1.0,387,2023-01-02,2.0
1.0,388,2023-01-02,5.0
1.0,389,2023-01-02,3.0
1.0,390,2023-01-02,3.0
1.0,391,2023-01-02,2.0
1.0,392,2023-01-02,3.0
1.0,393,2023-01-02,4.0
1.0,394,2023-01-02,1.0
1.0,395,2023-01-02,3.0
1.0,396,2023-01-02,7.0
1.0,397,2023-01-02,6.0
1.0,398,2023-01-02,4.0
1.0,399,2023-01-02,5.0
1.0,400,2023-01-02,2.0
1.0,401,2023-01-02,5.0
1.0,402,2023-01-02,4.0
1.0,403,2023-01-02,6.0
1.0,404,2023-01-02,1.0
1.0,405,2023-01-02,5.0
1.0,406,2023-01-02,6.0
1.0,407,2023-01-02,4.0
1.0,408,2023-01-02,6.0
1.0,409,2023-01-02,1.0
1.0,410,2023-01-02,4.0
1.0,411,2023-01-02,2.0
1.0,412,2023-01-02,2.0
1.0,413,2023-01-02,5.0
1.0,414,2023-01-02,5.0
1.0,415,2023-01-02,5.0
1.0,416,2023-01-02,4.0
1.0,417,2023-01-02,3.0
1.0,418,2023-01-02,4.0
1.0,419,2023-01-02,2.0
1.0,421,2023-01-02,5.0
1.0,422,2023-01-02,4.0
1.0,423,2023-01-02,5.0
1.0,424,2023-01-02,5.0
1.0,425,2023-01-02,4.0
1.0,426,2023-01-02,4.0
1.0,427,2023-01-02,5.0
1.0,428,2023-01-02,3.0
1.0,429,2023-01-02,5.0
1.0,430,2023-01-02,1.0
1.0,431,2023-01-02,1.0
1.0,432,2023-01-02,4.0
1.0,433,2023-01-02,1.0
1.0,434,2023-01-02,5.0
1.0,435,2023-01-02,5.0
1.0,436,2023-01-02,3.0
1.0,437,2023-01-02,7.0
1.0,438,2023-01-02,5.0
1.0,439,2023-01-02,6.0
1.0,440,2023-01-02,5.0
1.0,441,2023-01-02,5.0
1.0,829,2023-01-02,1.0
1.0,830,2023-01-02,4.0
1.0,831,2023-01-02,3.0
1.0,833,2023-01-02,3.0
1.0,834,2023-01-02,2.0
1.0,836,2023-01-02,2.0
1.0,837,2023-01-02,6.0
1.0,838,2023-01-02,4.0
1.0,839,2023-01-02,1.0
1.0,840,2023-01-02,3.0
1.0,841,2023-01-02,5.0
1.0,842,2023-01-02,3.0
1.0,843,2023-01-02,4.0
1.0,844,2023-01-02,1.0
1.0,845,2023-01-02,4.0
1.0,846,2023-01-02,1.0
1.0,847,2023-01-02,5.0
1.0,848,2023-01-02,1.0
1.0,849,2023-01-02,2.0
1.0,850,2023-01-02,4.0
1.0,851,2023-01-02,3.0
1.0,852,2023-01-02,4.0
1.0,853,2023-01-02,4.0
1.0,854,2023-01-02,3.0
1.0,855,2023-01-02,5.0
1.0,856,2023-01-02,3.0
1.0,857,2023-01-02,5.0
1.0,859,2023-01-02,5.0
1.0,860,2023-01-02,1.0
1.0,861,2023-01-02,2.0
1.0,862,2023-01-02,3.0
1.0,863,2023-01-02,4.0
1.0,864,2023-01-02,3.0
1.0,865,2023-01-02,5.0
1.0,866,2023-01-02,2.0
1.0,867,2023-01-02,5.0
1.0,868,2023-01-02,6.0
1.0,869,2023-01-02,4.0
1.0,870,2023-01-02,4.0
1.0,871,2023-01-02,5.0
1.0,872,2023-01-02,3.0
1.0,873,2023-01-02,6.0
1.0,874,2023-01-02,6.0
1.0,875,2023-01-02,1.0
1.0,876,2023-01-02,7.0
1.0,877,2023-01-02,8.0
1.0,878,2023-01-02,6.0
1.0,879,2023-01-02,2.0
1.0,880,2023-01-02,3.0
1.0,881,2023-01-02,2.0
1.0,882,2023-01-02,2.0
1.0,883,2023-01-02,8.0
1.0,884,2023-01-02,1.0
1.0,885,2023-01-02,5.0
1.0,886,2023-01-02,3.0
1.0,887,2023-01-02,5.0
1.0,888,2023-01-02,3.0
1.0,889,2023-01-02,2.0
1.0,890,2023-01-02,1.0
1.0,891,2023-01-02,5.0
1.0,1279,2023-01-02,3.0
1.0,1280,2023-01-02,2.0
1.0,1281,2023-01-02,4.0
1.0,1282,2023-01-02,3.0
1.0,1283,2023-01-02,6.0
1.0,1284,2023-01-02,4.0
1.0,1285,2023-01-02,6.0
1.0,1286,2023-01-02,5.0
1.0,1287,2023-01-02,4.0
1.0,1288,2023-01-02,3.0
1.0,1289,2023-01-02,4.0
1.0,1290,2023-01-02,2.0
1.0,1291,2023-01-02,5.0
1.0,1292,2023-01-02,2.0
1.0,1293,2023-01-02,1.0
1.0,1294,2023-01-02,1.0
1.0,1295,2023-01-02,5.0
1.0,1296,2023-01-02,3.0
1.0,1297,2023-01-02,5.0
1.0,1298,2023-01-02,6.0
1.0,1299,2023-01-02,6.0
1.0,1300,2023-01-02,4.0
1.0,1301,2023-01-02,1.0
1.0,1302,2023-01-02,3.0
1.0,1303,2023-01-02,3.0
1.0,1304,2023-01-02,4.0
1.0,1305,2023-01-02,2.0
1.0,1306,2023-01-02,6.0
1.0,1307,2023-01-02,5.0
1.0,1308,2023-01-02,2.0
1.0,1309,2023-01-02,3.0
1.0,1310,2023-01-02,2.0
1.0,1311,2023-01-02,5.0
1.0,1312,2023-01-02,1.0
1.0,1313,2023-01-02,4.0
1.0,1314,2023-01-02,3.0
1.0,1315,2023-01-02,7.0
1.0,1316,2023-01-02,3.0
1.0,1317,2023-01-02,3.0
1.0,1318,2023-01-02,3.0
1.0,1319,2023-01-02,3.0
1.0,1320,2023-01-02,2.0
1.0,1321,2023-01-02,1.0
1.0,1322,2023-01-02,2.0
1.0,1323,2023-01-02,6.0
1.0,1324,2023-01-02,2.0
1.0,1325,2023-01-02,3.0
1.0,1326,2023-01-02,5.0
1.0,1327,2023-01-02,1.0
1.0,1328,2023-01-02,2.0
1.0,1329,2023-01-02,2.0
1.0,1330,2023-01-02,6.0
1.0,1331,2023-01-02,2.0
1.0,1332,2023-01-02,1.0
1.0,1333,2023-01-02,1.0
1.0,1334,2023-01-02,3.0
1.0,1335,2023-01-02,1.0
1.0,1336,2023-01-02,2.0
1.0,1337,2023-01-02,4.0
1.0,1338,2023-01-02,2.0
1.0,1339,2023-01-02,4.0
1.0,1340,2023-01-02,3.0
1.0,1341,2023-01-02,5.0
1.0,1734,2023-01-02,3.0
1.0,1735,2023-01-02,4.0
1.0,1736,2023-01-02,5.0
1.0,1737,2023-01-02,6.0
1.0,1738,2023-01-02,2.0
1.0,1739,2023-01-02,2.0
1.0,1740,2023-01-02,3.0
1.0,1741,2023-01-02,1.0
1.0,1742,2023-01-02,5.0
1.0,1743,2023-01-02,3.0
1.0,1744,2023-01-02,3.0
1.0,1745,2023-01-02,6.0
1.0,1746,2023-01-02,4.0
1.0,1747,2023-01-02,1.0
1.0,1748,2023-01-02,5.0
1.0,1749,2023-01-02,6.0
1.0,1750,2023-01-02,2.0
1.0,1751,2023-01-02,1.0
1.0,1752,2023-01-02,2.0
1.0,1753,2023-01-02,1.0
1.0,1754,2023-01-02,1.0
1.0,1755,2023-01-02,3.0
1.0,1756,2023-01-02,2.0
1.0,1757,2023-01-02,4.0
1.0,1758,2023-01-02,1.0
1.0,1759,2023-01-02,7.0
1.0,1760,2023-01-02,3.0
1.0,1761,2023-01-02,3.0
1.0,1762,2023-01-02,1.0
1.0,1763,2023-01-02,6.0
1.0,1764,2023-01-02,3.0
1.0,1765,2023-01-02,5.0
1.0,1766,2023-01-02,4.0
1.0,1767,2023-01-02,4.0
1.0,1768,2023-01-02,5.0
1.0,1769,2023-01-02,1.0
1.0,1770,2023-01-02,5.0
1.0,1771,2023-01-02,8.0
1.0,1772,2023-01-02,2.0
1.0,1773,2023-01-02,2.0
1.0,1774,2023-01-02,2.0
1.0,1775,2023-01-02,1.0
1.0,1776,2023-01-02,3.0
1.0,1777,2023-01-02,1.0
1.0,1778,2023-01-02,2.0
1.0,1779,2023-01-02,4.0
1.0,1780,2023-01-02,2.0
1.0,1781,2023-01-02,3.0
1.0,1782,2023-01-02,5.0
1.0,1783,2023-01-02,1.0
1.0,1784,2023-01-02,3.0
1.0,1785,2023-01-02,3.0
1.0,1786,2023-01-02,8.0
1.0,1787,2023-01-02,2.0
1.0,1788,2023-01-02,5.0
1.0,1789,2023-01-02,6.0
1.0,1790,2023-01-02,6.0
1.0,1791,2023-01-02,1.0
1.0,1792,2023-01-02,6.0
1.0,1793,2023-01-02,6.0
1.0,1794,2023-01-02,2.0
1.0,1795,2023-01-02,6.0
1.0,1796,2023-01-02,5.0
1.0,1797,2023-01-02,1.0
2.0,379,2023-01-09,1.0
2.0,381,2023-01-09,4.0
2.0,382,2023-01-09,4.0
2.0,383,2023-01-09,6.0
2.0,384,2023-01-09,3.0
2.0,385,2023-01-09,5.0
2.0,386,2023-01-09,5.0
2.0,387,2023-01-09,2.0
2.0,388,2023-01-09,5.0
2.0,389,2023-01-09,3.0
2.0,390,2023-01-09,3.0
2.0,391,2023-01-09,2.0
2.0,392,2023-01-09,3.0
2.0,393,2023-01-09,4.0
2.0,394,2023-01-09,1.0
2.0,395,2023-01-09,3.0
2.0,396,2023-01-09,7.0
2.0,397,2023-01-09,6.0
2.0,398,2023-01-09,4.0
2.0,399,2023-01-09,5.0
2.0,400,2023-01-09,2.0
2.0,401,2023-01-09,5.0
2.0,402,2023-01-09,4.0
2.0,403,2023-01-09,6.0
2.0,404,2023-01-09,1.0
2.0,405,2023-01-09,5.0
2.0,406,2023-01-09,6.0
2.0,407,2023-01-09,4.0
2.0,408,2023-01-09,6.0
2.0,409,2023-01-09,1.0
2.0,410,2023-01-09,4.0
2.0,411,2023-01-09,2.0
2.0,412,2023-01-09,2.0
2.0,413,2023-01-09,5.0
2.0,414,2023-01-09,5.0
2.0,415,2023-01-09,5.0
2.0,416,2023-01-09,4.0
2.0,417,2023-01-09,3.0
2.0,418,2023-01-09,4.0
2.0,419,2023-01-09,2.0
2.0,421,2023-01-09,5.0
2.0,422,2023-01-09,4.0
2.0,423,2023-01-09,5.0
2.0,424,2023-01-09,5.0
2.0,425,2023-01-09,4.0
2.0,426,2023-01-09,4.0
2.0,427,2023-01-09,5.0
2.0,428,2023-01-09,3.0
2.0,429,2023-01-09,5.0
2.0,430,2023-01-09,1.0
2.0,431,2023-01-09,1.0
2.0,432,2023-01-09,4.0
2.0,433,2023-01-09,1.0
2.0,434,2023-01-09,5.0
2.0,435,2023-01-09,5.0
2.0,436,2023-01-09,3.0
2.0,437,2023-01-09,7.0
2.0,438,2023-01-09,5.0
2.0,439,2023-01-09,6.0
2.0,440,2023-01-09,5.0
2.0,441,2023-01-09,5.0
2.0,829,2023-01-09,1.0
2.0,830,2023-01-09,4.0
2.0,831,2023-01-09,3.0
2.0,833,2023-01-09,3.0
2.0,834,2023-01-09,2.0
2.0,836,2023-01-09,2.0
2.0,837,2023-01-09,6.0
2.0,838,2023-01-09,4.0
2.0,839,2023-01-09,1.0
2.0,840,2023-01-09,3.0
2.0,841,2023-01-09,5.0
2.0,842,2023-01-09,3.0
